> Output metrics for KIDSpec Simulation of object Standard_Star_GD71

Date run: 2022-03-18 11:22:15.608281 

> Input Parameters for simulation and instrument: 

Telescope mirror diameter: 800 cm 
Exposure time: 600 s 
Seeing: 0.8 arcseconds 
Airmass: 1.5 

Slit width: 0.60 arcseconds 
Slit length: 0.60 arcseconds 
Slicers: 1 

KIDSpec grating incidence angle: 25.0 deg 
KIDSpec grating blaze angle: 25.0 deg 
KIDSpec grating grooves: 241.5 /mm 

Number of spectral pixels in each arm: 3200 
Pixel plate scale: 0.3 
Chosen MKID energy resolution at fiducial point: 30 
Number of dead spectal pixels in KIDSpec: 0 
MKID energy resolution at fiducial point standard deviation for KIDSpec: 0.00 

Simulation spectrum magnitudes:
U --> 11.752822721067993 
B --> 12.68607547678169 
V --> 13.00013465990375 
R --> 13.215907669250797 
I --> 13.378627749316989 
Z --> 13.425980123828563 
Y --> 13.638804084825624 
J --> 13.756404263189317 
H --> 13.849812388502176 
K --> N/A 
L --> N/A 
M --> N/A 
N --> N/A 
Q --> N/A 
Flux reduced by factor of 1.00000
Spectrum redshifted by 0.000

> Result parameters: 

OPT orders observed: 10 
IR orders observed: 1 
 
Wavelength range tested: 350 - 1900 nm 
Recreated spectrum resolution: 4278 - 5878 
Recreated spectrum resolution average: 5078 +/- 799 
Average residuals: (24.501 +/- 13.121)% 
R value: 0.941 
Average SNR: 237.857 +/- 25.547 
Percentage of photons which were misidentified (total): 0.00335682
Percentage of photons which were misidentified (average per pixel): 0.00000022

Simulation run duration: 0:06:12.700400 (hours:minutes:seconds)

Saturated pixels in OPT/Single arm:
Pixel Number 227 :   973749 / 600000 photons
Pixel Number 814 :   638578 / 600000 photons
Pixel Number 815 :   637222 / 600000 photons
Pixel Number 816 :   641667 / 600000 photons
Pixel Number 818 :   660153 / 600000 photons
Pixel Number 819 :   623957 / 600000 photons
Pixel Number 820 :   643145 / 600000 photons
Pixel Number 821 :   610351 / 600000 photons
Pixel Number 822 :   630552 / 600000 photons
Pixel Number 823 :   658221 / 600000 photons
Pixel Number 824 :   851730 / 600000 photons
Pixel Number 825 :   614606 / 600000 photons
Pixel Number 826 :   616791 / 600000 photons
Pixel Number 827 :   686876 / 600000 photons
Pixel Number 828 :   615323 / 600000 photons
Pixel Number 829 :   621559 / 600000 photons
Pixel Number 830 :   659809 / 600000 photons
Pixel Number 831 :   642106 / 600000 photons
Pixel Number 832 :   614946 / 600000 photons
Pixel Number 833 :   629955 / 600000 photons
Pixel Number 834 :   667053 / 600000 photons
Pixel Number 835 :   674172 / 600000 photons
Pixel Number 836 :   621699 / 600000 photons
Pixel Number 837 :   677468 / 600000 photons
Pixel Number 839 :   652306 / 600000 photons
Pixel Number 840 :   652668 / 600000 photons
Pixel Number 841 :   666042 / 600000 photons
Pixel Number 842 :   627522 / 600000 photons
Pixel Number 843 :   640015 / 600000 photons
Pixel Number 844 :   680473 / 600000 photons
Pixel Number 846 :   669837 / 600000 photons
Pixel Number 847 :   645321 / 600000 photons
Pixel Number 848 :   660867 / 600000 photons
Pixel Number 849 :   673380 / 600000 photons
Pixel Number 850 :   626111 / 600000 photons
Pixel Number 851 :   642227 / 600000 photons
Pixel Number 852 :   983270 / 600000 photons
Pixel Number 853 :   994874 / 600000 photons
Pixel Number 854 :   706949 / 600000 photons
Pixel Number 855 :   640528 / 600000 photons
Pixel Number 856 :   667454 / 600000 photons
Pixel Number 857 :   638934 / 600000 photons
Pixel Number 858 :   670570 / 600000 photons
Pixel Number 859 :   642884 / 600000 photons
Pixel Number 860 :   681533 / 600000 photons
Pixel Number 861 :   663582 / 600000 photons
Pixel Number 862 :   661115 / 600000 photons
Pixel Number 863 :   667007 / 600000 photons
Pixel Number 864 :   617876 / 600000 photons
Pixel Number 865 :   704201 / 600000 photons
Pixel Number 866 :   692129 / 600000 photons
Pixel Number 867 :   633944 / 600000 photons
Pixel Number 868 :   668526 / 600000 photons
Pixel Number 869 :   670216 / 600000 photons
Pixel Number 870 :   658514 / 600000 photons
Pixel Number 871 :   672268 / 600000 photons
Pixel Number 872 :   670718 / 600000 photons
Pixel Number 873 :   686900 / 600000 photons
Pixel Number 874 :   673897 / 600000 photons
Pixel Number 875 :   683249 / 600000 photons
Pixel Number 876 :   620670 / 600000 photons
Pixel Number 877 :   690131 / 600000 photons
Pixel Number 878 :   684367 / 600000 photons
Pixel Number 879 :   730119 / 600000 photons
Pixel Number 880 :   614277 / 600000 photons
Pixel Number 881 :   673279 / 600000 photons
Pixel Number 882 :   706695 / 600000 photons
Pixel Number 883 :   633153 / 600000 photons
Pixel Number 884 :   691439 / 600000 photons
Pixel Number 885 :   699929 / 600000 photons
Pixel Number 886 :   676882 / 600000 photons
Pixel Number 887 :   672953 / 600000 photons
Pixel Number 888 :   687703 / 600000 photons
Pixel Number 889 :   637439 / 600000 photons
Pixel Number 890 :   691301 / 600000 photons
Pixel Number 891 :   892182 / 600000 photons
Pixel Number 892 :   683703 / 600000 photons
Pixel Number 893 :   656021 / 600000 photons
Pixel Number 894 :   702944 / 600000 photons
Pixel Number 895 :   657051 / 600000 photons
Pixel Number 896 :   696956 / 600000 photons
Pixel Number 897 :   677548 / 600000 photons
Pixel Number 898 :   738064 / 600000 photons
Pixel Number 899 :   653114 / 600000 photons
Pixel Number 900 :   681183 / 600000 photons
Pixel Number 901 :   701878 / 600000 photons
Pixel Number 902 :   637477 / 600000 photons
Pixel Number 903 :   736202 / 600000 photons
Pixel Number 904 :   715377 / 600000 photons
Pixel Number 905 :   700125 / 600000 photons
Pixel Number 906 :   648797 / 600000 photons
Pixel Number 907 :   695294 / 600000 photons
Pixel Number 908 :   702530 / 600000 photons
Pixel Number 909 :   672123 / 600000 photons
Pixel Number 910 :   744790 / 600000 photons
Pixel Number 911 :   650150 / 600000 photons
Pixel Number 912 :   732595 / 600000 photons
Pixel Number 913 :   689118 / 600000 photons
Pixel Number 914 :   641222 / 600000 photons
Pixel Number 915 :   1144582 / 600000 photons
Pixel Number 916 :   717710 / 600000 photons
Pixel Number 917 :   750896 / 600000 photons
Pixel Number 918 :   642391 / 600000 photons
Pixel Number 919 :   695414 / 600000 photons
Pixel Number 920 :   731072 / 600000 photons
Pixel Number 921 :   653396 / 600000 photons
Pixel Number 922 :   741404 / 600000 photons
Pixel Number 923 :   715033 / 600000 photons
Pixel Number 924 :   805032 / 600000 photons
Pixel Number 925 :   694587 / 600000 photons
Pixel Number 926 :   703562 / 600000 photons
Pixel Number 927 :   679306 / 600000 photons
Pixel Number 928 :   682387 / 600000 photons
Pixel Number 929 :   781388 / 600000 photons
Pixel Number 930 :   662152 / 600000 photons
Pixel Number 931 :   705939 / 600000 photons
Pixel Number 932 :   705933 / 600000 photons
Pixel Number 933 :   743373 / 600000 photons
Pixel Number 934 :   686636 / 600000 photons
Pixel Number 935 :   689727 / 600000 photons
Pixel Number 936 :   771305 / 600000 photons
Pixel Number 937 :   668842 / 600000 photons
Pixel Number 938 :   735417 / 600000 photons
Pixel Number 939 :   681624 / 600000 photons
Pixel Number 940 :   670357 / 600000 photons
Pixel Number 941 :   740917 / 600000 photons
Pixel Number 942 :   737160 / 600000 photons
Pixel Number 943 :   718194 / 600000 photons
Pixel Number 944 :   682619 / 600000 photons
Pixel Number 945 :   702652 / 600000 photons
Pixel Number 946 :   722993 / 600000 photons
Pixel Number 947 :   704037 / 600000 photons
Pixel Number 948 :   754830 / 600000 photons
Pixel Number 949 :   673091 / 600000 photons
Pixel Number 950 :   738945 / 600000 photons
Pixel Number 951 :   713588 / 600000 photons
Pixel Number 952 :   671972 / 600000 photons
Pixel Number 953 :   693531 / 600000 photons
Pixel Number 954 :   785591 / 600000 photons
Pixel Number 955 :   725686 / 600000 photons
Pixel Number 956 :   656326 / 600000 photons
Pixel Number 957 :   735553 / 600000 photons
Pixel Number 958 :   724946 / 600000 photons
Pixel Number 959 :   665586 / 600000 photons
Pixel Number 960 :   752401 / 600000 photons
Pixel Number 961 :   734432 / 600000 photons
Pixel Number 962 :   713623 / 600000 photons
Pixel Number 963 :   815251 / 600000 photons
Pixel Number 964 :   714212 / 600000 photons
Pixel Number 965 :   684930 / 600000 photons
Pixel Number 966 :   700420 / 600000 photons
Pixel Number 967 :   810392 / 600000 photons
Pixel Number 968 :   700624 / 600000 photons
Pixel Number 969 :   687689 / 600000 photons
Pixel Number 970 :   710613 / 600000 photons
Pixel Number 971 :   727692 / 600000 photons
Pixel Number 972 :   690184 / 600000 photons
Pixel Number 973 :   755846 / 600000 photons
Pixel Number 974 :   730607 / 600000 photons
Pixel Number 975 :   700535 / 600000 photons
Pixel Number 976 :   729973 / 600000 photons
Pixel Number 977 :   766580 / 600000 photons
Pixel Number 978 :   652005 / 600000 photons
Pixel Number 979 :   750237 / 600000 photons
Pixel Number 980 :   775439 / 600000 photons
Pixel Number 981 :   721635 / 600000 photons
Pixel Number 982 :   810388 / 600000 photons
Pixel Number 983 :   838230 / 600000 photons
Pixel Number 984 :   702820 / 600000 photons
Pixel Number 985 :   705586 / 600000 photons
Pixel Number 986 :   784706 / 600000 photons
Pixel Number 987 :   701616 / 600000 photons
Pixel Number 988 :   734379 / 600000 photons
Pixel Number 989 :   715221 / 600000 photons
Pixel Number 990 :   690768 / 600000 photons
Pixel Number 991 :   699004 / 600000 photons
Pixel Number 992 :   776929 / 600000 photons
Pixel Number 993 :   740217 / 600000 photons
Pixel Number 994 :   689780 / 600000 photons
Pixel Number 995 :   709707 / 600000 photons
Pixel Number 996 :   721579 / 600000 photons
Pixel Number 997 :   699740 / 600000 photons
Pixel Number 998 :   775098 / 600000 photons
Pixel Number 999 :   702543 / 600000 photons
Pixel Number 1000 :   691580 / 600000 photons
Pixel Number 1001 :   718523 / 600000 photons
Pixel Number 1002 :   746341 / 600000 photons
Pixel Number 1003 :   690393 / 600000 photons
Pixel Number 1004 :   794379 / 600000 photons
Pixel Number 1005 :   870469 / 600000 photons
Pixel Number 1006 :   707341 / 600000 photons
Pixel Number 1007 :   662053 / 600000 photons
Pixel Number 1008 :   712757 / 600000 photons
Pixel Number 1009 :   727937 / 600000 photons
Pixel Number 1010 :   672761 / 600000 photons
Pixel Number 1011 :   759176 / 600000 photons
Pixel Number 1012 :   689310 / 600000 photons
Pixel Number 1013 :   689005 / 600000 photons
Pixel Number 1014 :   731071 / 600000 photons
Pixel Number 1015 :   700557 / 600000 photons
Pixel Number 1016 :   647258 / 600000 photons
Pixel Number 1017 :   768337 / 600000 photons
Pixel Number 1018 :   701247 / 600000 photons
Pixel Number 1019 :   701315 / 600000 photons
Pixel Number 1020 :   732526 / 600000 photons
Pixel Number 1021 :   738499 / 600000 photons
Pixel Number 1022 :   717097 / 600000 photons
Pixel Number 1023 :   669169 / 600000 photons
Pixel Number 1024 :   772793 / 600000 photons
Pixel Number 1025 :   706073 / 600000 photons
Pixel Number 1026 :   716827 / 600000 photons
Pixel Number 1027 :   741035 / 600000 photons
Pixel Number 1028 :   762135 / 600000 photons
Pixel Number 1029 :   649958 / 600000 photons
Pixel Number 1030 :   792804 / 600000 photons
Pixel Number 1031 :   738292 / 600000 photons
Pixel Number 1032 :   715948 / 600000 photons
Pixel Number 1033 :   736284 / 600000 photons
Pixel Number 1034 :   734722 / 600000 photons
Pixel Number 1035 :   853538 / 600000 photons
Pixel Number 1036 :   886491 / 600000 photons
Pixel Number 1037 :   731638 / 600000 photons
Pixel Number 1038 :   718841 / 600000 photons
Pixel Number 1039 :   790004 / 600000 photons
Pixel Number 1040 :   765610 / 600000 photons
Pixel Number 1041 :   734293 / 600000 photons
Pixel Number 1042 :   742872 / 600000 photons
Pixel Number 1043 :   805194 / 600000 photons
Pixel Number 1044 :   738698 / 600000 photons
Pixel Number 1045 :   725313 / 600000 photons
Pixel Number 1046 :   744388 / 600000 photons
Pixel Number 1047 :   791377 / 600000 photons
Pixel Number 1048 :   804902 / 600000 photons
Pixel Number 1049 :   816420 / 600000 photons
Pixel Number 1050 :   773839 / 600000 photons
Pixel Number 1051 :   711836 / 600000 photons
Pixel Number 1052 :   810120 / 600000 photons
Pixel Number 1053 :   749210 / 600000 photons
Pixel Number 1054 :   740212 / 600000 photons
Pixel Number 1055 :   839711 / 600000 photons
Pixel Number 1056 :   834678 / 600000 photons
Pixel Number 1057 :   885994 / 600000 photons
Pixel Number 1058 :   715559 / 600000 photons
Pixel Number 1059 :   796162 / 600000 photons
Pixel Number 1060 :   785522 / 600000 photons
Pixel Number 1061 :   779626 / 600000 photons
Pixel Number 1062 :   778450 / 600000 photons
Pixel Number 1063 :   777895 / 600000 photons
Pixel Number 1064 :   777030 / 600000 photons
Pixel Number 1065 :   782832 / 600000 photons
Pixel Number 1066 :   817079 / 600000 photons
Pixel Number 1067 :   729802 / 600000 photons
Pixel Number 1068 :   819037 / 600000 photons
Pixel Number 1069 :   819898 / 600000 photons
Pixel Number 1070 :   734240 / 600000 photons
Pixel Number 1071 :   1063219 / 600000 photons
Pixel Number 1072 :   795673 / 600000 photons
Pixel Number 1073 :   781935 / 600000 photons
Pixel Number 1074 :   840843 / 600000 photons
Pixel Number 1075 :   769949 / 600000 photons
Pixel Number 1076 :   823530 / 600000 photons
Pixel Number 1077 :   770316 / 600000 photons
Pixel Number 1078 :   835034 / 600000 photons
Pixel Number 1079 :   765089 / 600000 photons
Pixel Number 1080 :   834394 / 600000 photons
Pixel Number 1081 :   800051 / 600000 photons
Pixel Number 1082 :   784036 / 600000 photons
Pixel Number 1083 :   817748 / 600000 photons
Pixel Number 1084 :   748124 / 600000 photons
Pixel Number 1085 :   857179 / 600000 photons
Pixel Number 1086 :   828035 / 600000 photons
Pixel Number 1087 :   805251 / 600000 photons
Pixel Number 1088 :   800574 / 600000 photons
Pixel Number 1089 :   764886 / 600000 photons
Pixel Number 1090 :   837735 / 600000 photons
Pixel Number 1091 :   815806 / 600000 photons
Pixel Number 1092 :   802129 / 600000 photons
Pixel Number 1093 :   819452 / 600000 photons
Pixel Number 1094 :   820436 / 600000 photons
Pixel Number 1095 :   845692 / 600000 photons
Pixel Number 1096 :   775865 / 600000 photons
Pixel Number 1097 :   842591 / 600000 photons
Pixel Number 1098 :   836690 / 600000 photons
Pixel Number 1099 :   839654 / 600000 photons
Pixel Number 1100 :   841203 / 600000 photons
Pixel Number 1101 :   859908 / 600000 photons
Pixel Number 1102 :   836998 / 600000 photons
Pixel Number 1103 :   821648 / 600000 photons
Pixel Number 1104 :   857779 / 600000 photons
Pixel Number 1105 :   805760 / 600000 photons
Pixel Number 1106 :   842496 / 600000 photons
Pixel Number 1107 :   847984 / 600000 photons
Pixel Number 1108 :   775682 / 600000 photons
Pixel Number 1109 :   828922 / 600000 photons
Pixel Number 1110 :   812806 / 600000 photons
Pixel Number 1111 :   866319 / 600000 photons
Pixel Number 1112 :   825706 / 600000 photons
Pixel Number 1113 :   823172 / 600000 photons
Pixel Number 1114 :   845615 / 600000 photons
Pixel Number 1115 :   806468 / 600000 photons
Pixel Number 1116 :   860916 / 600000 photons
Pixel Number 1117 :   846902 / 600000 photons
Pixel Number 1118 :   843056 / 600000 photons
Pixel Number 1119 :   846912 / 600000 photons
Pixel Number 1120 :   862020 / 600000 photons
Pixel Number 1121 :   805619 / 600000 photons
Pixel Number 1122 :   815664 / 600000 photons
Pixel Number 1123 :   855516 / 600000 photons
Pixel Number 1124 :   876247 / 600000 photons
Pixel Number 1125 :   853240 / 600000 photons
Pixel Number 1126 :   823300 / 600000 photons
Pixel Number 1127 :   811665 / 600000 photons
Pixel Number 1128 :   832725 / 600000 photons
Pixel Number 1129 :   853473 / 600000 photons
Pixel Number 1130 :   831373 / 600000 photons
Pixel Number 1131 :   846166 / 600000 photons
Pixel Number 1132 :   895658 / 600000 photons
Pixel Number 1133 :   876443 / 600000 photons
Pixel Number 1134 :   818164 / 600000 photons
Pixel Number 1135 :   847527 / 600000 photons
Pixel Number 1136 :   854799 / 600000 photons
Pixel Number 1137 :   898701 / 600000 photons
Pixel Number 1138 :   855082 / 600000 photons
Pixel Number 1139 :   829067 / 600000 photons
Pixel Number 1140 :   827482 / 600000 photons
Pixel Number 1141 :   859993 / 600000 photons
Pixel Number 1142 :   879279 / 600000 photons
Pixel Number 1143 :   820436 / 600000 photons
Pixel Number 1144 :   880735 / 600000 photons
Pixel Number 1145 :   866530 / 600000 photons
Pixel Number 1146 :   848980 / 600000 photons
Pixel Number 1147 :   797034 / 600000 photons
Pixel Number 1148 :   893164 / 600000 photons
Pixel Number 1149 :   934447 / 600000 photons
Pixel Number 1150 :   817813 / 600000 photons
Pixel Number 1151 :   860989 / 600000 photons
Pixel Number 1152 :   843167 / 600000 photons
Pixel Number 1153 :   847466 / 600000 photons
Pixel Number 1154 :   869447 / 600000 photons
Pixel Number 1155 :   888865 / 600000 photons
Pixel Number 1156 :   871623 / 600000 photons
Pixel Number 1157 :   868354 / 600000 photons
Pixel Number 1158 :   863601 / 600000 photons
Pixel Number 1159 :   865433 / 600000 photons
Pixel Number 1160 :   822905 / 600000 photons
Pixel Number 1161 :   911022 / 600000 photons
Pixel Number 1162 :   926296 / 600000 photons
Pixel Number 1163 :   835767 / 600000 photons
Pixel Number 1164 :   835385 / 600000 photons
Pixel Number 1165 :   830555 / 600000 photons
Pixel Number 1166 :   880660 / 600000 photons
Pixel Number 1167 :   850168 / 600000 photons
Pixel Number 1168 :   927045 / 600000 photons
Pixel Number 1169 :   814262 / 600000 photons
Pixel Number 1170 :   918734 / 600000 photons
Pixel Number 1171 :   852701 / 600000 photons
Pixel Number 1172 :   847051 / 600000 photons
Pixel Number 1173 :   834076 / 600000 photons
Pixel Number 1174 :   882316 / 600000 photons
Pixel Number 1175 :   933458 / 600000 photons
Pixel Number 1176 :   865077 / 600000 photons
Pixel Number 1177 :   887114 / 600000 photons
Pixel Number 1178 :   821167 / 600000 photons
Pixel Number 1179 :   900958 / 600000 photons
Pixel Number 1180 :   974092 / 600000 photons
Pixel Number 1181 :   910293 / 600000 photons
Pixel Number 1182 :   1592122 / 600000 photons
Pixel Number 1183 :   908230 / 600000 photons
Pixel Number 1184 :   870797 / 600000 photons
Pixel Number 1185 :   837391 / 600000 photons
Pixel Number 1186 :   846430 / 600000 photons
Pixel Number 1187 :   971219 / 600000 photons
Pixel Number 1188 :   831650 / 600000 photons
Pixel Number 1189 :   905926 / 600000 photons
Pixel Number 1190 :   830100 / 600000 photons
Pixel Number 1191 :   1116349 / 600000 photons
Pixel Number 1192 :   920445 / 600000 photons
Pixel Number 1193 :   923071 / 600000 photons
Pixel Number 1194 :   825674 / 600000 photons
Pixel Number 1195 :   875827 / 600000 photons
Pixel Number 1196 :   956150 / 600000 photons
Pixel Number 1197 :   820835 / 600000 photons
Pixel Number 1198 :   839194 / 600000 photons
Pixel Number 1199 :   941414 / 600000 photons
Pixel Number 1200 :   957154 / 600000 photons
Pixel Number 1201 :   884373 / 600000 photons
Pixel Number 1202 :   844017 / 600000 photons
Pixel Number 1203 :   930734 / 600000 photons
Pixel Number 1204 :   817048 / 600000 photons
Pixel Number 1205 :   950391 / 600000 photons
Pixel Number 1206 :   988577 / 600000 photons
Pixel Number 1207 :   798435 / 600000 photons
Pixel Number 1208 :   909807 / 600000 photons
Pixel Number 1209 :   920300 / 600000 photons
Pixel Number 1210 :   831851 / 600000 photons
Pixel Number 1211 :   871082 / 600000 photons
Pixel Number 1212 :   949716 / 600000 photons
Pixel Number 1213 :   890929 / 600000 photons
Pixel Number 1214 :   880492 / 600000 photons
Pixel Number 1215 :   839608 / 600000 photons
Pixel Number 1216 :   872333 / 600000 photons
Pixel Number 1217 :   806353 / 600000 photons
Pixel Number 1218 :   907191 / 600000 photons
Pixel Number 1219 :   872744 / 600000 photons
Pixel Number 1220 :   864099 / 600000 photons
Pixel Number 1221 :   904163 / 600000 photons
Pixel Number 1222 :   914573 / 600000 photons
Pixel Number 1223 :   870454 / 600000 photons
Pixel Number 1224 :   816758 / 600000 photons
Pixel Number 1225 :   972747 / 600000 photons
Pixel Number 1226 :   855518 / 600000 photons
Pixel Number 1227 :   946663 / 600000 photons
Pixel Number 1228 :   859123 / 600000 photons
Pixel Number 1229 :   878291 / 600000 photons
Pixel Number 1230 :   927839 / 600000 photons
Pixel Number 1231 :   976240 / 600000 photons
Pixel Number 1232 :   819374 / 600000 photons
Pixel Number 1233 :   841954 / 600000 photons
Pixel Number 1234 :   962415 / 600000 photons
Pixel Number 1235 :   892760 / 600000 photons
Pixel Number 1236 :   834320 / 600000 photons
Pixel Number 1237 :   963091 / 600000 photons
Pixel Number 1238 :   894171 / 600000 photons
Pixel Number 1239 :   853061 / 600000 photons
Pixel Number 1240 :   911289 / 600000 photons
Pixel Number 1241 :   843083 / 600000 photons
Pixel Number 1242 :   853754 / 600000 photons
Pixel Number 1243 :   871237 / 600000 photons
Pixel Number 1244 :   1029399 / 600000 photons
Pixel Number 1245 :   818251 / 600000 photons
Pixel Number 1246 :   939739 / 600000 photons
Pixel Number 1247 :   898588 / 600000 photons
Pixel Number 1248 :   875755 / 600000 photons
Pixel Number 1249 :   872863 / 600000 photons
Pixel Number 1250 :   917049 / 600000 photons
Pixel Number 1251 :   936210 / 600000 photons
Pixel Number 1252 :   841989 / 600000 photons
Pixel Number 1253 :   928630 / 600000 photons
Pixel Number 1254 :   889182 / 600000 photons
Pixel Number 1255 :   897730 / 600000 photons
Pixel Number 1256 :   1002597 / 600000 photons
Pixel Number 1257 :   865629 / 600000 photons
Pixel Number 1258 :   901401 / 600000 photons
Pixel Number 1259 :   870717 / 600000 photons
Pixel Number 1260 :   939935 / 600000 photons
Pixel Number 1261 :   880457 / 600000 photons
Pixel Number 1262 :   887710 / 600000 photons
Pixel Number 1263 :   981279 / 600000 photons
Pixel Number 1264 :   852399 / 600000 photons
Pixel Number 1265 :   891751 / 600000 photons
Pixel Number 1266 :   867380 / 600000 photons
Pixel Number 1267 :   873632 / 600000 photons
Pixel Number 1268 :   1003021 / 600000 photons
Pixel Number 1269 :   948419 / 600000 photons
Pixel Number 1270 :   861717 / 600000 photons
Pixel Number 1271 :   835458 / 600000 photons
Pixel Number 1272 :   921505 / 600000 photons
Pixel Number 1273 :   927705 / 600000 photons
Pixel Number 1274 :   848070 / 600000 photons
Pixel Number 1275 :   1002254 / 600000 photons
Pixel Number 1276 :   928633 / 600000 photons
Pixel Number 1277 :   923922 / 600000 photons
Pixel Number 1278 :   904294 / 600000 photons
Pixel Number 1279 :   874201 / 600000 photons
Pixel Number 1280 :   805820 / 600000 photons
Pixel Number 1281 :   946379 / 600000 photons
Pixel Number 1282 :   970037 / 600000 photons
Pixel Number 1283 :   831094 / 600000 photons
Pixel Number 1284 :   975153 / 600000 photons
Pixel Number 1285 :   922577 / 600000 photons
Pixel Number 1286 :   951222 / 600000 photons
Pixel Number 1287 :   813646 / 600000 photons
Pixel Number 1288 :   1010428 / 600000 photons
Pixel Number 1289 :   959451 / 600000 photons
Pixel Number 1290 :   883927 / 600000 photons
Pixel Number 1291 :   906950 / 600000 photons
Pixel Number 1292 :   883954 / 600000 photons
Pixel Number 1293 :   932789 / 600000 photons
Pixel Number 1294 :   918753 / 600000 photons
Pixel Number 1295 :   909796 / 600000 photons
Pixel Number 1296 :   785753 / 600000 photons
Pixel Number 1297 :   910127 / 600000 photons
Pixel Number 1298 :   934450 / 600000 photons
Pixel Number 1299 :   893031 / 600000 photons
Pixel Number 1300 :   952081 / 600000 photons
Pixel Number 1301 :   911124 / 600000 photons
Pixel Number 1302 :   840862 / 600000 photons
Pixel Number 1303 :   927398 / 600000 photons
Pixel Number 1304 :   890170 / 600000 photons
Pixel Number 1305 :   1517397 / 600000 photons
Pixel Number 1306 :   903583 / 600000 photons
Pixel Number 1307 :   953854 / 600000 photons
Pixel Number 1308 :   942139 / 600000 photons
Pixel Number 1309 :   861416 / 600000 photons
Pixel Number 1310 :   1002835 / 600000 photons
Pixel Number 1311 :   893339 / 600000 photons
Pixel Number 1312 :   904047 / 600000 photons
Pixel Number 1313 :   888830 / 600000 photons
Pixel Number 1314 :   955488 / 600000 photons
Pixel Number 1315 :   888213 / 600000 photons
Pixel Number 1316 :   861940 / 600000 photons
Pixel Number 1317 :   907542 / 600000 photons
