> Output metrics for KIDSpec Simulation of object GD71

Date run: 2022-03-24 14:33:20.353449 

> Input Parameters for simulation and instrument: 

Telescope mirror diameter: 800 cm 
Exposure time: 1800 s 
Seeing: 0.8 arcseconds 
Airmass: 1.5 

Slit width: 0.60 arcseconds 
Slit length: 0.60 arcseconds 
Slicers: 1 

KIDSpec grating incidence angle: 25.0 deg 
KIDSpec grating blaze angle: 25.0 deg 
KIDSpec grating grooves: 173.8 /mm 

Number of spectral pixels in each arm: 3800 
Pixel plate scale: 0.3 
Chosen MKID energy resolution at fiducial point: 40 
Number of dead spectal pixels in KIDSpec: 0 
MKID energy resolution at fiducial point standard deviation for KIDSpec: 0.00 

Simulation spectrum magnitudes:
U --> 11.752822721067993 
B --> 12.68607547678169 
V --> 13.00013465990375 
R --> 13.215907669250797 
I --> 13.378627749316989 
Z --> 13.425980123828563 
Y --> 13.638804084825624 
J --> 13.756404263189317 
H --> 13.849812388502176 
K --> N/A 
L --> N/A 
M --> N/A 
N --> N/A 
Q --> N/A 
Flux reduced by factor of 1.00000
Spectrum redshifted by 0.000

> Result parameters: 

OPT orders observed: 13 
IR orders observed: 1 
 
Wavelength range tested: 350 - 1900 nm 
Recreated spectrum resolution: 7458 - 9358 
Recreated spectrum resolution average: 8408 +/- 949 
Average residuals: (15.323 +/- 7.795)% 
R value: 0.976 
Average SNR: 314.451 +/- 32.009 
Average X-Shooter Noise included SNR: 314.147 
Average SOXS Noise included SNR: 312.675 
Percentage of photons which were misidentified (total): 0.03415814
Percentage of photons which were misidentified (average per pixel): 0.04038964

Simulation run duration: 0:11:58.943864 (hours:minutes:seconds)

Saturated pixels in OPT/Single arm:
Pixel Number 741 :   3455298 / 1800000 photons
Pixel Number 1181 :   1875203 / 1800000 photons
Pixel Number 1182 :   1875181 / 1800000 photons
Pixel Number 1183 :   1905298 / 1800000 photons
Pixel Number 1184 :   1811985 / 1800000 photons
Pixel Number 1186 :   1923980 / 1800000 photons
Pixel Number 1188 :   1988105 / 1800000 photons
Pixel Number 1189 :   1977097 / 1800000 photons
Pixel Number 1190 :   1817747 / 1800000 photons
Pixel Number 1191 :   1820087 / 1800000 photons
Pixel Number 1192 :   1976966 / 1800000 photons
Pixel Number 1195 :   2070769 / 1800000 photons
Pixel Number 1196 :   1886221 / 1800000 photons
Pixel Number 1198 :   1972715 / 1800000 photons
Pixel Number 1199 :   1922050 / 1800000 photons
Pixel Number 1201 :   1992641 / 1800000 photons
Pixel Number 1202 :   1865882 / 1800000 photons
Pixel Number 1203 :   1847069 / 1800000 photons
Pixel Number 1204 :   2196281 / 1800000 photons
Pixel Number 1206 :   1896679 / 1800000 photons
Pixel Number 1207 :   1938731 / 1800000 photons
Pixel Number 1208 :   1811172 / 1800000 photons
Pixel Number 1209 :   1868655 / 1800000 photons
Pixel Number 1210 :   1884599 / 1800000 photons
Pixel Number 1211 :   2024885 / 1800000 photons
Pixel Number 1212 :   1844730 / 1800000 photons
Pixel Number 1213 :   1949798 / 1800000 photons
Pixel Number 1214 :   1867537 / 1800000 photons
Pixel Number 1215 :   2003478 / 1800000 photons
Pixel Number 1216 :   1824640 / 1800000 photons
Pixel Number 1217 :   2030404 / 1800000 photons
Pixel Number 1218 :   2040760 / 1800000 photons
Pixel Number 1219 :   1800193 / 1800000 photons
Pixel Number 1220 :   2016721 / 1800000 photons
Pixel Number 1222 :   2104775 / 1800000 photons
Pixel Number 1224 :   2036599 / 1800000 photons
Pixel Number 1225 :   1896941 / 1800000 photons
Pixel Number 1227 :   1929293 / 1800000 photons
Pixel Number 1228 :   1936768 / 1800000 photons
Pixel Number 1230 :   1973966 / 1800000 photons
Pixel Number 1231 :   2074732 / 1800000 photons
Pixel Number 1232 :   1804299 / 1800000 photons
Pixel Number 1233 :   2150467 / 1800000 photons
Pixel Number 1234 :   1857832 / 1800000 photons
Pixel Number 1235 :   2000789 / 1800000 photons
Pixel Number 1236 :   1893428 / 1800000 photons
Pixel Number 1237 :   1877276 / 1800000 photons
Pixel Number 1238 :   2040430 / 1800000 photons
Pixel Number 1239 :   2026909 / 1800000 photons
Pixel Number 1240 :   1816040 / 1800000 photons
Pixel Number 1241 :   1916049 / 1800000 photons
Pixel Number 1242 :   1816988 / 1800000 photons
Pixel Number 1244 :   2166570 / 1800000 photons
Pixel Number 1245 :   1979004 / 1800000 photons
Pixel Number 1246 :   2222036 / 1800000 photons
Pixel Number 1247 :   2222829 / 1800000 photons
Pixel Number 1248 :   1832793 / 1800000 photons
Pixel Number 1249 :   1961212 / 1800000 photons
Pixel Number 1250 :   1969810 / 1800000 photons
Pixel Number 1251 :   2311574 / 1800000 photons
Pixel Number 1253 :   2091863 / 1800000 photons
Pixel Number 1254 :   1891642 / 1800000 photons
Pixel Number 1256 :   1835654 / 1800000 photons
Pixel Number 1257 :   1976687 / 1800000 photons
Pixel Number 1259 :   2043418 / 1800000 photons
Pixel Number 1260 :   2068924 / 1800000 photons
Pixel Number 1262 :   2158815 / 1800000 photons
Pixel Number 1263 :   2093532 / 1800000 photons
Pixel Number 1264 :   1855532 / 1800000 photons
Pixel Number 1265 :   1894721 / 1800000 photons
Pixel Number 1266 :   2113500 / 1800000 photons
Pixel Number 1267 :   1809767 / 1800000 photons
Pixel Number 1268 :   1978811 / 1800000 photons
Pixel Number 1269 :   2115703 / 1800000 photons
Pixel Number 1271 :   1872136 / 1800000 photons
Pixel Number 1273 :   2039641 / 1800000 photons
Pixel Number 1274 :   1817990 / 1800000 photons
Pixel Number 1275 :   2136399 / 1800000 photons
Pixel Number 1276 :   2145753 / 1800000 photons
Pixel Number 1277 :   2161759 / 1800000 photons
Pixel Number 1278 :   1876560 / 1800000 photons
Pixel Number 1279 :   1870262 / 1800000 photons
Pixel Number 1280 :   1968199 / 1800000 photons
Pixel Number 1281 :   1812927 / 1800000 photons
Pixel Number 1282 :   2122636 / 1800000 photons
Pixel Number 1283 :   1995715 / 1800000 photons
Pixel Number 1284 :   1940908 / 1800000 photons
Pixel Number 1285 :   2046138 / 1800000 photons
Pixel Number 1287 :   1818024 / 1800000 photons
Pixel Number 1288 :   1976156 / 1800000 photons
Pixel Number 1289 :   1975225 / 1800000 photons
Pixel Number 1290 :   1941616 / 1800000 photons
Pixel Number 1291 :   1851818 / 1800000 photons
Pixel Number 1292 :   2074356 / 1800000 photons
Pixel Number 1293 :   1968151 / 1800000 photons
Pixel Number 1294 :   1920505 / 1800000 photons
Pixel Number 1295 :   2125606 / 1800000 photons
Pixel Number 1296 :   2091168 / 1800000 photons
Pixel Number 1297 :   1998145 / 1800000 photons
Pixel Number 1298 :   2035057 / 1800000 photons
Pixel Number 1299 :   2042371 / 1800000 photons
Pixel Number 1300 :   1943450 / 1800000 photons
Pixel Number 1301 :   2064860 / 1800000 photons
Pixel Number 1302 :   2043226 / 1800000 photons
Pixel Number 1303 :   2164146 / 1800000 photons
Pixel Number 1304 :   1899549 / 1800000 photons
Pixel Number 1305 :   2673548 / 1800000 photons
Pixel Number 1306 :   2097882 / 1800000 photons
Pixel Number 1307 :   1809560 / 1800000 photons
Pixel Number 1308 :   2062547 / 1800000 photons
Pixel Number 1309 :   2211747 / 1800000 photons
Pixel Number 1310 :   1844808 / 1800000 photons
Pixel Number 1311 :   2091909 / 1800000 photons
Pixel Number 1312 :   2046164 / 1800000 photons
Pixel Number 1314 :   1928734 / 1800000 photons
Pixel Number 1315 :   2160958 / 1800000 photons
Pixel Number 1316 :   1925856 / 1800000 photons
Pixel Number 1317 :   2036878 / 1800000 photons
Pixel Number 1318 :   2154928 / 1800000 photons
Pixel Number 1319 :   2095707 / 1800000 photons
Pixel Number 1320 :   1976195 / 1800000 photons
Pixel Number 1321 :   2182684 / 1800000 photons
Pixel Number 1322 :   2088637 / 1800000 photons
Pixel Number 1323 :   1906063 / 1800000 photons
Pixel Number 1324 :   2252614 / 1800000 photons
Pixel Number 1325 :   1969449 / 1800000 photons
Pixel Number 1326 :   1993501 / 1800000 photons
Pixel Number 1327 :   2064712 / 1800000 photons
Pixel Number 1328 :   2030319 / 1800000 photons
Pixel Number 1329 :   1926465 / 1800000 photons
Pixel Number 1330 :   2228955 / 1800000 photons
Pixel Number 1331 :   2109562 / 1800000 photons
Pixel Number 1332 :   1966958 / 1800000 photons
Pixel Number 1333 :   2113983 / 1800000 photons
Pixel Number 1334 :   1928302 / 1800000 photons
Pixel Number 1335 :   2141593 / 1800000 photons
Pixel Number 1336 :   1805610 / 1800000 photons
Pixel Number 1337 :   2172633 / 1800000 photons
Pixel Number 1338 :   2055735 / 1800000 photons
Pixel Number 1339 :   2256514 / 1800000 photons
Pixel Number 1340 :   2526962 / 1800000 photons
Pixel Number 1341 :   2047123 / 1800000 photons
Pixel Number 1342 :   2044135 / 1800000 photons
Pixel Number 1343 :   1996968 / 1800000 photons
Pixel Number 1344 :   2157404 / 1800000 photons
Pixel Number 1345 :   2147784 / 1800000 photons
Pixel Number 1346 :   1984179 / 1800000 photons
Pixel Number 1347 :   2027458 / 1800000 photons
Pixel Number 1348 :   2150399 / 1800000 photons
Pixel Number 1349 :   2095801 / 1800000 photons
Pixel Number 1350 :   2051148 / 1800000 photons
Pixel Number 1351 :   2064902 / 1800000 photons
Pixel Number 1352 :   1987836 / 1800000 photons
Pixel Number 1353 :   2079586 / 1800000 photons
Pixel Number 1354 :   2050240 / 1800000 photons
Pixel Number 1355 :   2140055 / 1800000 photons
Pixel Number 1356 :   2130559 / 1800000 photons
Pixel Number 1357 :   2120030 / 1800000 photons
Pixel Number 1358 :   2175083 / 1800000 photons
Pixel Number 1359 :   1992507 / 1800000 photons
Pixel Number 1360 :   2144365 / 1800000 photons
Pixel Number 1361 :   2250359 / 1800000 photons
Pixel Number 1362 :   1951246 / 1800000 photons
Pixel Number 1363 :   1940807 / 1800000 photons
Pixel Number 1364 :   3320166 / 1800000 photons
Pixel Number 1366 :   2368359 / 1800000 photons
Pixel Number 1367 :   2347495 / 1800000 photons
Pixel Number 1368 :   2125437 / 1800000 photons
Pixel Number 1369 :   2139691 / 1800000 photons
Pixel Number 1370 :   2233065 / 1800000 photons
Pixel Number 1371 :   2197471 / 1800000 photons
Pixel Number 1373 :   2394432 / 1800000 photons
Pixel Number 1374 :   2237487 / 1800000 photons
Pixel Number 1375 :   2036270 / 1800000 photons
Pixel Number 1376 :   2279850 / 1800000 photons
Pixel Number 1377 :   2287657 / 1800000 photons
Pixel Number 1378 :   2002886 / 1800000 photons
Pixel Number 1379 :   2104808 / 1800000 photons
Pixel Number 1380 :   2313386 / 1800000 photons
Pixel Number 1381 :   2017780 / 1800000 photons
Pixel Number 1382 :   2462605 / 1800000 photons
Pixel Number 1383 :   2130642 / 1800000 photons
Pixel Number 1384 :   2160313 / 1800000 photons
Pixel Number 1385 :   2101767 / 1800000 photons
Pixel Number 1386 :   2061968 / 1800000 photons
Pixel Number 1387 :   2079226 / 1800000 photons
Pixel Number 1388 :   2029749 / 1800000 photons
Pixel Number 1389 :   2324132 / 1800000 photons
Pixel Number 1390 :   2137828 / 1800000 photons
Pixel Number 1391 :   2129115 / 1800000 photons
Pixel Number 1392 :   2168339 / 1800000 photons
Pixel Number 1393 :   2270333 / 1800000 photons
Pixel Number 1394 :   1979115 / 1800000 photons
Pixel Number 1395 :   2263655 / 1800000 photons
Pixel Number 1396 :   2383392 / 1800000 photons
Pixel Number 1397 :   2277049 / 1800000 photons
Pixel Number 1398 :   2177584 / 1800000 photons
Pixel Number 1399 :   2155506 / 1800000 photons
Pixel Number 1400 :   2346973 / 1800000 photons
Pixel Number 1401 :   1820146 / 1800000 photons
Pixel Number 1402 :   2256656 / 1800000 photons
Pixel Number 1403 :   2149527 / 1800000 photons
Pixel Number 1404 :   2125091 / 1800000 photons
Pixel Number 1405 :   2206673 / 1800000 photons
Pixel Number 1406 :   2270300 / 1800000 photons
Pixel Number 1407 :   2100719 / 1800000 photons
Pixel Number 1408 :   2140785 / 1800000 photons
Pixel Number 1409 :   2257297 / 1800000 photons
Pixel Number 1410 :   2071325 / 1800000 photons
Pixel Number 1411 :   2471167 / 1800000 photons
Pixel Number 1412 :   2247286 / 1800000 photons
Pixel Number 1413 :   2307968 / 1800000 photons
Pixel Number 1414 :   2448078 / 1800000 photons
Pixel Number 1415 :   2083084 / 1800000 photons
Pixel Number 1416 :   2106544 / 1800000 photons
Pixel Number 1417 :   2112072 / 1800000 photons
Pixel Number 1418 :   2286645 / 1800000 photons
Pixel Number 1419 :   2244940 / 1800000 photons
Pixel Number 1420 :   2113606 / 1800000 photons
Pixel Number 1421 :   2199439 / 1800000 photons
Pixel Number 1422 :   2183895 / 1800000 photons
Pixel Number 1423 :   2014544 / 1800000 photons
Pixel Number 1424 :   2349014 / 1800000 photons
Pixel Number 1425 :   2253573 / 1800000 photons
Pixel Number 1426 :   2544536 / 1800000 photons
Pixel Number 1427 :   1903030 / 1800000 photons
Pixel Number 1428 :   2469241 / 1800000 photons
Pixel Number 1429 :   2163671 / 1800000 photons
Pixel Number 1430 :   1939105 / 1800000 photons
Pixel Number 1431 :   2300301 / 1800000 photons
Pixel Number 1432 :   2214133 / 1800000 photons
Pixel Number 1433 :   1991510 / 1800000 photons
Pixel Number 1434 :   2151967 / 1800000 photons
Pixel Number 1435 :   2369678 / 1800000 photons
Pixel Number 1436 :   1935515 / 1800000 photons
Pixel Number 1437 :   2160438 / 1800000 photons
Pixel Number 1438 :   2402705 / 1800000 photons
Pixel Number 1439 :   2040894 / 1800000 photons
Pixel Number 1440 :   2214239 / 1800000 photons
Pixel Number 1441 :   2499784 / 1800000 photons
Pixel Number 1442 :   2285197 / 1800000 photons
Pixel Number 1443 :   2071299 / 1800000 photons
Pixel Number 1444 :   2335454 / 1800000 photons
Pixel Number 1445 :   2128651 / 1800000 photons
Pixel Number 1446 :   2218513 / 1800000 photons
Pixel Number 1447 :   2507007 / 1800000 photons
Pixel Number 1448 :   2128965 / 1800000 photons
Pixel Number 1449 :   2201895 / 1800000 photons
Pixel Number 1450 :   2312391 / 1800000 photons
Pixel Number 1451 :   2021668 / 1800000 photons
Pixel Number 1452 :   2156459 / 1800000 photons
Pixel Number 1453 :   2352713 / 1800000 photons
Pixel Number 1454 :   2149425 / 1800000 photons
Pixel Number 1455 :   2413176 / 1800000 photons
Pixel Number 1456 :   2087530 / 1800000 photons
Pixel Number 1457 :   2126122 / 1800000 photons
Pixel Number 1458 :   2145283 / 1800000 photons
Pixel Number 1459 :   2158914 / 1800000 photons
Pixel Number 1460 :   2194982 / 1800000 photons
Pixel Number 1461 :   2191980 / 1800000 photons
Pixel Number 1462 :   2294617 / 1800000 photons
Pixel Number 1463 :   2205647 / 1800000 photons
Pixel Number 1464 :   2351306 / 1800000 photons
Pixel Number 1465 :   2119145 / 1800000 photons
Pixel Number 1466 :   2201630 / 1800000 photons
Pixel Number 1467 :   2324416 / 1800000 photons
Pixel Number 1468 :   2349927 / 1800000 photons
Pixel Number 1469 :   2204245 / 1800000 photons
Pixel Number 1470 :   2401021 / 1800000 photons
Pixel Number 1471 :   2388481 / 1800000 photons
Pixel Number 1472 :   1943523 / 1800000 photons
Pixel Number 1473 :   2402503 / 1800000 photons
Pixel Number 1474 :   2295749 / 1800000 photons
Pixel Number 1475 :   2255136 / 1800000 photons
Pixel Number 1476 :   2190832 / 1800000 photons
Pixel Number 1477 :   2275802 / 1800000 photons
Pixel Number 1478 :   2489573 / 1800000 photons
Pixel Number 1479 :   2092500 / 1800000 photons
Pixel Number 1480 :   1975540 / 1800000 photons
Pixel Number 1481 :   2258468 / 1800000 photons
Pixel Number 1482 :   2236934 / 1800000 photons
Pixel Number 1483 :   2122527 / 1800000 photons
Pixel Number 1484 :   2503794 / 1800000 photons
Pixel Number 1485 :   2223537 / 1800000 photons
Pixel Number 1486 :   2353244 / 1800000 photons
Pixel Number 1487 :   2319839 / 1800000 photons
Pixel Number 1488 :   2033702 / 1800000 photons
Pixel Number 1489 :   2277358 / 1800000 photons
Pixel Number 1490 :   2262547 / 1800000 photons
Pixel Number 1491 :   2350432 / 1800000 photons
Pixel Number 1492 :   1869196 / 1800000 photons
Pixel Number 1493 :   2592557 / 1800000 photons
Pixel Number 1494 :   2128923 / 1800000 photons
Pixel Number 1495 :   2110350 / 1800000 photons
Pixel Number 1496 :   2472600 / 1800000 photons
Pixel Number 1497 :   2391845 / 1800000 photons
Pixel Number 1498 :   2199720 / 1800000 photons
Pixel Number 1499 :   2311176 / 1800000 photons
Pixel Number 1500 :   2618533 / 1800000 photons
Pixel Number 1501 :   1812992 / 1800000 photons
Pixel Number 1502 :   2525632 / 1800000 photons
Pixel Number 1503 :   2248764 / 1800000 photons
Pixel Number 1504 :   2180184 / 1800000 photons
Pixel Number 1505 :   2392134 / 1800000 photons
Pixel Number 1506 :   2195637 / 1800000 photons
Pixel Number 1507 :   2415041 / 1800000 photons
Pixel Number 1508 :   2050949 / 1800000 photons
Pixel Number 1509 :   2392188 / 1800000 photons
Pixel Number 1510 :   2191635 / 1800000 photons
Pixel Number 1511 :   2360269 / 1800000 photons
Pixel Number 1512 :   2247175 / 1800000 photons
Pixel Number 1513 :   2422675 / 1800000 photons
Pixel Number 1514 :   2273297 / 1800000 photons
Pixel Number 1515 :   2386981 / 1800000 photons
Pixel Number 1516 :   2080317 / 1800000 photons
Pixel Number 1517 :   2286621 / 1800000 photons
Pixel Number 1518 :   2325827 / 1800000 photons
Pixel Number 1519 :   2349114 / 1800000 photons
Pixel Number 1520 :   2403908 / 1800000 photons
Pixel Number 1521 :   2177333 / 1800000 photons
Pixel Number 1522 :   2403961 / 1800000 photons
Pixel Number 1523 :   2251487 / 1800000 photons
Pixel Number 1524 :   2255001 / 1800000 photons
Pixel Number 1525 :   2203530 / 1800000 photons
Pixel Number 1526 :   2418958 / 1800000 photons
Pixel Number 1527 :   2124673 / 1800000 photons
Pixel Number 1528 :   2234445 / 1800000 photons
Pixel Number 1529 :   2379114 / 1800000 photons
Pixel Number 1530 :   2174356 / 1800000 photons
Pixel Number 1531 :   2404886 / 1800000 photons
Pixel Number 1532 :   2308686 / 1800000 photons
Pixel Number 1533 :   2550181 / 1800000 photons
Pixel Number 1534 :   2128975 / 1800000 photons
Pixel Number 1535 :   2432825 / 1800000 photons
Pixel Number 1536 :   2439922 / 1800000 photons
Pixel Number 1537 :   1990032 / 1800000 photons
Pixel Number 1538 :   2392440 / 1800000 photons
Pixel Number 1539 :   2334689 / 1800000 photons
Pixel Number 1540 :   2327274 / 1800000 photons
Pixel Number 1541 :   2200505 / 1800000 photons
Pixel Number 1542 :   2562671 / 1800000 photons
Pixel Number 1543 :   2224065 / 1800000 photons
Pixel Number 1544 :   2365562 / 1800000 photons
Pixel Number 1545 :   2422483 / 1800000 photons
Pixel Number 1546 :   2363977 / 1800000 photons
Pixel Number 1547 :   2417970 / 1800000 photons
Pixel Number 1548 :   2331488 / 1800000 photons
Pixel Number 1549 :   2331891 / 1800000 photons
Pixel Number 1550 :   4559327 / 1800000 photons
Pixel Number 1551 :   2414532 / 1800000 photons
Pixel Number 1552 :   2364517 / 1800000 photons
Pixel Number 1553 :   2090373 / 1800000 photons
Pixel Number 1554 :   2398651 / 1800000 photons
Pixel Number 1555 :   2361067 / 1800000 photons
Pixel Number 1556 :   2140027 / 1800000 photons
Pixel Number 1557 :   2348889 / 1800000 photons
Pixel Number 1558 :   2416403 / 1800000 photons
Pixel Number 1559 :   2189252 / 1800000 photons
Pixel Number 1560 :   2332712 / 1800000 photons
Pixel Number 1561 :   2158947 / 1800000 photons
Pixel Number 1562 :   2256869 / 1800000 photons
Pixel Number 1563 :   2179410 / 1800000 photons
Pixel Number 1564 :   2470467 / 1800000 photons
Pixel Number 1565 :   3184842 / 1800000 photons
Pixel Number 1566 :   2081380 / 1800000 photons
Pixel Number 1567 :   2534001 / 1800000 photons
Pixel Number 1568 :   2165637 / 1800000 photons
Pixel Number 1569 :   2190998 / 1800000 photons
Pixel Number 1570 :   2503356 / 1800000 photons
Pixel Number 1571 :   2297853 / 1800000 photons
Pixel Number 1572 :   2444254 / 1800000 photons
Pixel Number 1573 :   2199422 / 1800000 photons
Pixel Number 1574 :   2397784 / 1800000 photons
Pixel Number 1575 :   2443384 / 1800000 photons
Pixel Number 1576 :   2403576 / 1800000 photons
Pixel Number 1577 :   2248131 / 1800000 photons
Pixel Number 1578 :   2341659 / 1800000 photons
Pixel Number 1579 :   2316318 / 1800000 photons
Pixel Number 1580 :   2188680 / 1800000 photons
Pixel Number 1581 :   2356055 / 1800000 photons
Pixel Number 1582 :   2304630 / 1800000 photons
Pixel Number 1583 :   2273131 / 1800000 photons
Pixel Number 1584 :   2465803 / 1800000 photons
Pixel Number 1585 :   2291126 / 1800000 photons
Pixel Number 1586 :   2350022 / 1800000 photons
Pixel Number 1587 :   2499380 / 1800000 photons
Pixel Number 1588 :   2256334 / 1800000 photons
Pixel Number 1589 :   2315981 / 1800000 photons
Pixel Number 1590 :   2245125 / 1800000 photons
Pixel Number 1591 :   2522078 / 1800000 photons
Pixel Number 1592 :   2124088 / 1800000 photons
Pixel Number 1593 :   2366931 / 1800000 photons
Pixel Number 1594 :   2116627 / 1800000 photons
Pixel Number 1595 :   2335541 / 1800000 photons
Pixel Number 1596 :   2340637 / 1800000 photons
Pixel Number 1597 :   2219305 / 1800000 photons
Pixel Number 1598 :   2220421 / 1800000 photons
Pixel Number 1599 :   2214469 / 1800000 photons
Pixel Number 1600 :   2494749 / 1800000 photons
Pixel Number 1601 :   2295592 / 1800000 photons
Pixel Number 1602 :   2128262 / 1800000 photons
Pixel Number 1603 :   2249014 / 1800000 photons
Pixel Number 1604 :   2579482 / 1800000 photons
Pixel Number 1605 :   2196917 / 1800000 photons
Pixel Number 1606 :   2434187 / 1800000 photons
Pixel Number 1607 :   2412188 / 1800000 photons
Pixel Number 1608 :   2046824 / 1800000 photons
Pixel Number 1609 :   2149108 / 1800000 photons
Pixel Number 1610 :   2358211 / 1800000 photons
Pixel Number 1611 :   2319443 / 1800000 photons
Pixel Number 1612 :   2277472 / 1800000 photons
Pixel Number 1613 :   2517958 / 1800000 photons
Pixel Number 1614 :   2294432 / 1800000 photons
Pixel Number 1615 :   2175296 / 1800000 photons
Pixel Number 1616 :   2463384 / 1800000 photons
Pixel Number 1617 :   2275227 / 1800000 photons
Pixel Number 1618 :   2253807 / 1800000 photons
Pixel Number 1619 :   2571532 / 1800000 photons
Pixel Number 1620 :   2316062 / 1800000 photons
Pixel Number 1621 :   2114836 / 1800000 photons
Pixel Number 1622 :   2520366 / 1800000 photons
Pixel Number 1623 :   2073051 / 1800000 photons
Pixel Number 1624 :   2287510 / 1800000 photons
Pixel Number 1625 :   2409061 / 1800000 photons
Pixel Number 1626 :   2293250 / 1800000 photons
Pixel Number 1627 :   2425650 / 1800000 photons
Pixel Number 1628 :   2291018 / 1800000 photons
Pixel Number 1629 :   2308780 / 1800000 photons
Pixel Number 1630 :   2101543 / 1800000 photons
Pixel Number 1631 :   2390280 / 1800000 photons
Pixel Number 1632 :   2291670 / 1800000 photons
Pixel Number 1633 :   2383319 / 1800000 photons
Pixel Number 1634 :   2389654 / 1800000 photons
Pixel Number 1635 :   2248966 / 1800000 photons
Pixel Number 1636 :   2267745 / 1800000 photons
Pixel Number 1637 :   2119022 / 1800000 photons
Pixel Number 1638 :   2245203 / 1800000 photons
Pixel Number 1639 :   2260842 / 1800000 photons
Pixel Number 1640 :   2531151 / 1800000 photons
Pixel Number 1641 :   2052886 / 1800000 photons
Pixel Number 1642 :   2542330 / 1800000 photons
Pixel Number 1643 :   2350124 / 1800000 photons
Pixel Number 1644 :   2253945 / 1800000 photons
